gi,gj,clat,clon,n_train,days_since,chao_unseen,n_test,new_species,revisited,scarcity,staleness,priority,density,new_rate,o_discover,o_staleness,o_conservation,travel_min,o_env_coverage,o_urgency,rare_newK,w_newK,meanrarity_newK
195,-502,48.875,-125.375,2,9,1.0,5,4,True,0.4988095238095238,0.27586206896551724,0.3873357963875205,0.002380952380952381,0.8,0.4988095238095238,0.27586206896551724,0.009032114183764496,,0.01771946448851916,0.0195353017411052,4.0,0.7643388368903932,0.1910847092225983
195,-501,48.875,-125.125,6,17,8.0,35,27,True,0.16468253968253968,0.5517241379310345,0.35820333880678706,0.011904761904761904,0.7714285714285715,0.16468253968253968,0.5517241379310345,0.012446866134644905,,0.021183326032280847,0.06665319273136158,4.655,0.9462163741346612,0.2032688236594331
195,-499,48.875,-124.625,1,11,0.0,6,2,True,1.0,0.3448275862068966,0.6724137931034483,0.0,0.3333333333333333,1.0,0.3448275862068966,0.05875706214689266,152.0,0.010205131202139306,0.15426136036014265,1.63,0.6895391417552256,0.4230301483160893
195,-497,48.875,-124.125,1,5,0.0,3,3,True,1.0,0.13793103448275862,0.5689655172413793,0.0,1.0,1.0,0.13793103448275862,0.4957627118644068,76.0,0.005836491721078757,0.29150389538251936,,,
195,-496,48.875,-123.875,77,1,12.25,52,12,True,0.010636982065553495,0.0,0.005318491032776747,0.18095238095238095,0.23076923076923078,0.010636982065553495,0.0,0.03419937521382735,49.0,0.002909233542686013,0.27551034274503505,1.605,0.2643127427771478,0.1646808366212759
195,-495,48.875,-123.625,28,2,112.5,29,20,True,0.033418367346938774,0.034482758620689655,0.033950562983814214,0.06428571428571428,0.6896551724137931,0.033418367346938774,0.034482758620689655,0.023411762634102305,,0.0038912979485419864,0.038151267700699994,3.79,0.9390302339838186,0.24776523324111308
195,-494,48.875,-123.375,4,1,0.0,8,5,True,0.24821428571428572,0.0,0.12410714285714286,0.007142857142857143,0.625,0.24821428571428572,0.0,0.019897749770631128,67.0,0.006009375477026234,0.0118429388346018,3.425,0.5299213368787791,0.15472155821278222
196,-505,49.125,-126.125,10,1,32.0,7,3,True,0.09785714285714286,0.0,0.04892857142857143,0.02142857142857143,0.42857142857142855,0.09785714285714286,0.0,0.05579682045087228,,0.016876614293692825,1.4788269517080526e-05,2.38,2.800836706588039,1.1768221456252266
196,-504,49.125,-125.875,20,4,10.125,97,33,True,0.04773809523809524,0.10344827586206896,0.0755931855500821,0.04523809523809524,0.3402061855670103,0.04773809523809524,0.10344827586206896,0.024332915280961744,,0.0192927418555419,0.005424829998687375,3.605,1.1626344529066042,0.32250608957187354
196,-503,49.125,-125.625,12,3,16.0,40,18,True,0.08115079365079365,0.06896551724137931,0.07505815544608649,0.02619047619047619,0.45,0.08115079365079365,0.06896551724137931,0.03210214178400806,124.0,0.026744474293169996,0.014662567305098106,3.925,1.6239421060629036,0.4137432117357716
196,-502,49.125,-125.375,2,9,1.0,6,6,True,0.4988095238095238,0.27586206896551724,0.3873357963875205,0.002380952380952381,1.0,0.4988095238095238,0.27586206896551724,0.02038866160140269,158.0,0.04810196780706229,0.02765159710573112,5.0,0.8869357335031421,0.17738714670062844
196,-500,49.125,-124.875,4,2,2.0,2,2,True,0.24821428571428572,0.034482758620689655,0.1413485221674877,0.007142857142857143,1.0,0.24821428571428572,0.034482758620689655,0.010691305712492152,88.0,0.01605400718557916,0.16828311042087085,,,
196,-498,49.125,-124.375,4,2,6.0,5,5,True,0.24821428571428572,0.034482758620689655,0.1413485221674877,0.007142857142857143,1.0,0.24821428571428572,0.034482758620689655,0.02524308287192868,67.0,0.004535346950641619,0.4094822225955324,5.0,3.4181164614421853,0.6836232922884371
196,-497,49.125,-124.125,14,1,45.0,15,8,True,0.06921768707482993,0.0,0.03460884353741497,0.030952380952380953,0.5333333333333333,0.06921768707482993,0.0,0.021605250525608046,34.0,0.0028786125343116223,0.4568614564822128,3.375,1.3707675488533224,0.40615334780839185
196,-496,49.125,-123.875,181,1,16.0,150,31,True,0.003157063930544593,0.0,0.0015785319652722965,0.42857142857142855,0.20666666666666667,0.003157063930544593,0.0,0.027744150021368354,3.0,0.004132453679029609,0.06954183594476221,1.685,0.37226999793130594,0.22093174951412814
196,-495,49.125,-123.625,51,2,44.64285714285714,10,2,True,0.017273576097105506,0.034482758620689655,0.02587816735889758,0.11904761904761904,0.2,0.017273576097105506,0.034482758620689655,0.038962021800465214,,0.005206734215380781,0.0019002925455208078,1.26,0.15053424443135077,0.1194716225645641
196,-494,49.125,-123.375,5,4,4.5,7,6,True,0.1980952380952381,0.10344827586206896,0.15077175697865353,0.009523809523809525,0.8571428571428571,0.1980952380952381,0.10344827586206896,0.06612817796610171,,0.005475286074888295,0.0,4.34,0.5911706629179521,0.13621443846035763
196,-493,49.125,-123.125,232,1,26.888888888888886,595,56,True,0.0019396551724137929,0.0,0.0009698275862068964,0.55,0.09411764705882353,0.0019396551724137929,0.0,0.04018563331428993,4.0,0.003832817622751489,0.018044154276363366,1.56,1.1638336528626658,0.7460472133735037
196,-492,49.125,-122.875,174,1,20.055555555555557,393,58,True,0.0033798576902025175,0.0,0.0016899288451012588,0.4119047619047619,0.1475826972010178,0.0033798576902025175,0.0,0.056335451788461936,0.0,0.0025414425158450608,0.026522760973146715,2.42,0.7748180656720889,0.3201727544099541
196,-491,49.125,-122.625,212,1,17.285714285714278,138,11,True,0.002347259658580413,0.0,0.0011736298292902064,0.5023809523809524,0.07971014492753623,0.002347259658580413,0.0,0.046732804182736655,1.0,0.0025464558329869207,0.07106749651955985,0.83,0.30684081688701215,0.36968773118917125
196,-490,49.125,-122.375,100,1,24.0,68,16,True,0.007642857142857143,0.0,0.0038214285714285715,0.2357142857142857,0.23529411764705882,0.007642857142857143,0.0,0.07875658772627198,11.0,0.0025167917720091376,0.07997989230009037,1.655,0.6233787086773022,0.37666387231256926
